timestamp,date,latitude,longitude
1623227877,"2021-06-09 08:37:57",51.749541,-1.237189
1623231462,"2021-06-09 09:37:42",51.749427,-1.236922
1623231493,"2021-06-09 09:38:13",51.749598,-1.236744
1623231535,"2021-06-09 09:38:55",51.749782,-1.237083
1623231547,"2021-06-09 09:39:07",51.749977,-1.237401
1623231553,"2021-06-09 09:39:13",51.749892,-1.238012
1623231559,"2021-06-09 09:39:19",51.749806,-1.238487
1623231570,"2021-06-09 09:39:30",51.749522,-1.238592
1623231581,"2021-06-09 09:39:41",51.749236,-1.238522
1623231587,"2021-06-09 09:39:47",51.748916,-1.238445
1623231593,"2021-06-09 09:39:53",51.748621,-1.238473
1623231602,"2021-06-09 09:40:02",51.748358,-1.238587
1623231617,"2021-06-09 09:40:17",51.748396,-1.239035
1623231625,"2021-06-09 09:40:25",51.74851,-1.239484
1623231633,"2021-06-09 09:40:33",51.748385,-1.239889
1623231639,"2021-06-09 09:40:39",51.748144,-1.240103
1623231645,"2021-06-09 09:40:45",51.747935,-1.24039
1623231657,"2021-06-09 09:40:57",51.74775,-1.240831
1623231662,"2021-06-09 09:41:02",51.747574,-1.241304
1623231671,"2021-06-09 09:41:11",51.747416,-1.241689
1623231686,"2021-06-09 09:41:26",51.747617,-1.242072
1623231695,"2021-06-09 09:41:35",51.747862,-1.242347
1623231702,"2021-06-09 09:41:42",51.748098,-1.24258
1623231708,"2021-06-09 09:41:48",51.748458,-1.2429
1623231713,"2021-06-09 09:41:53",51.748774,-1.243181
1623231719,"2021-06-09 09:41:59",51.749041,-1.243411
1623231751,"2021-06-09 09:42:31",51.748865,-1.243741
1623231879,"2021-06-09 09:44:39",51.748551,-1.243419
1623231969,"2021-06-09 09:46:09",51.748651,-1.244003
1623232029,"2021-06-09 09:47:09",51.748566,-1.243551
1623232068,"2021-06-09 09:47:48",51.749165,-1.244153
1623232099,"2021-06-09 09:48:19",51.749475,-1.244177
1623232130,"2021-06-09 09:48:50",51.749794,-1.244994
1623232143,"2021-06-09 09:49:03",51.749978,-1.24554
1623232163,"2021-06-09 09:49:23",51.749107,-1.244791
1623232276,"2021-06-09 09:51:16",51.748806,-1.243722
1623232306,"2021-06-09 09:51:46",51.749044,-1.244517
1623232350,"2021-06-09 09:52:30",51.74863,-1.243893
1623232367,"2021-06-09 09:52:47",51.748404,-1.243555
1623232759,"2021-06-09 09:59:19",51.749189,-1.24482
1623232770,"2021-06-09 09:59:30",51.749074,-1.244423
1623232871,"2021-06-09 10:01:11",51.74889,-1.244202
1623235200,"2021-06-09 10:40:00",51.749492,-1.245459
1623235255,"2021-06-09 10:40:55",51.749086,-1.244887
1623235280,"2021-06-09 10:41:20",51.748956,-1.244275
1623235429,"2021-06-09 10:43:49",51.748697,-1.244038
1623235483,"2021-06-09 10:44:43",51.74907,-1.244163
1623235578,"2021-06-09 10:46:18",51.748829,-1.24451
1623236148,"2021-06-09 10:55:48",51.749102,-1.244344
1623236940,"2021-06-09 11:09:00",51.748828,-1.244266
1623239386,"2021-06-09 11:49:46",51.748828,-1.244283
1623239420,"2021-06-09 11:50:20",51.749392,-1.244748
1623240639,"2021-06-09 12:10:39",51.749392,-1.244748
1623241695,"2021-06-09 12:28:15",51.749255,-1.244593
1623243013,"2021-06-09 12:50:13",51.749295,-1.244625
1623243728,"2021-06-09 13:02:08",51.749038,-1.244203
1623243746,"2021-06-09 13:02:26",51.748755,-1.24405
1623243805,"2021-06-09 13:03:25",51.74887,-1.243645
1623243819,"2021-06-09 13:03:39",51.748661,-1.243363
1623243914,"2021-06-09 13:05:14",51.748912,-1.24353
1623243953,"2021-06-09 13:05:53",51.749206,-1.243589
1623243957,"2021-06-09 13:05:57",51.749306,-1.243672
1623243960,"2021-06-09 13:06:00",51.749476,-1.243833
1623243967,"2021-06-09 13:06:07",51.749734,-1.24409
1623243976,"2021-06-09 13:06:16",51.749997,-1.244255
1623243985,"2021-06-09 13:06:25",51.75021,-1.244546
1623243994,"2021-06-09 13:06:34",51.750408,-1.244923
1623244000,"2021-06-09 13:06:40",51.75061,-1.245282
1623244007,"2021-06-09 13:06:47",51.750808,-1.245603
1623244013,"2021-06-09 13:06:53",51.751007,-1.245971
1623244019,"2021-06-09 13:06:59",51.751285,-1.246404
1623244025,"2021-06-09 13:07:05",51.751594,-1.2469
1623244031,"2021-06-09 13:07:11",51.751901,-1.247465
1623244037,"2021-06-09 13:07:17",51.752083,-1.247876
1623244047,"2021-06-09 13:07:27",51.752185,-1.248286
1623244056,"2021-06-09 13:07:36",51.752272,-1.248704
1623244062,"2021-06-09 13:07:42",51.752408,-1.24927
1623244099,"2021-06-09 13:08:19",51.752513,-1.25191
1623244129,"2021-06-09 13:08:49",51.752527,-1.253424
1623244159,"2021-06-09 13:09:19",51.752308,-1.2553
1623244189,"2021-06-09 13:09:49",51.75257,-1.255793
1623244221,"2021-06-09 13:10:21",51.753717,-1.256286
1623244248,"2021-06-09 13:10:48",51.754407,-1.25784
1623244277,"2021-06-09 13:11:17",51.754376,-1.258522
1623244338,"2021-06-09 13:12:18",51.754553,-1.258887
1623244465,"2021-06-09 13:14:25",51.754968,-1.259642
1623244525,"2021-06-09 13:15:25",51.754823,-1.259081
1623244683,"2021-06-09 13:18:03",51.754419,-1.259265
1623245316,"2021-06-09 13:28:36",51.754326,-1.258793
1623245439,"2021-06-09 13:30:39",51.754445,-1.258279
1623245527,"2021-06-09 13:32:07",51.754365,-1.257805
1623245556,"2021-06-09 13:32:36",51.754562,-1.254862
1623245587,"2021-06-09 13:33:07",51.754478,-1.253688
1623245617,"2021-06-09 13:33:37",51.754154,-1.252383
1623245647,"2021-06-09 13:34:07",51.753693,-1.251038
1623245678,"2021-06-09 13:34:38",51.753144,-1.250299
1623245708,"2021-06-09 13:35:08",51.752562,-1.249372
1623245737,"2021-06-09 13:35:37",51.752487,-1.248762
1623245766,"2021-06-09 13:36:06",51.752122,-1.247854
1623245797,"2021-06-09 13:36:37",51.75113,-1.245994
1623245827,"2021-06-09 13:37:07",51.750178,-1.244047
1623245856,"2021-06-09 13:37:36",51.750241,-1.242896
